Party,Title,State,Full Name,Committees,Years in this Chamber,Gun Rights,NRA Grand Total,Top Industry,Total Industry Amount,Top Contributor,Total Contributor Amount,@Photo
Republican,Representative,Illinois,John Shimkus,Energy and Commerce ,21,"$67,204","$59,304",Health Professionals,"$1,261,703",AT&T Inc,"$127,638",/Users/enickles/Desktop/thumbsbw/Shimkus_John.jpg
Republican,Representative,Pennsylvania,Bill Shuster,"Transportation and Infrastructure, Chairman  
Armed Services ",17,"$119,750","$77,348",Air Transport,"$832,049",New Enterprise Stone & Lime,"$163,300",/Users/enickles/Desktop/thumbsbw/Shuster_Bill.jpg
Republican,Representative,Idaho,Michael K. Simpson,Appropriations ,19,"$417,964","$385,731",Electric Utilities,"$59,150",AECOM Global,"$13,000",/Users/enickles/Desktop/thumbsbw/Simpson_Michael_K.jpg
Democrat,Representative,Arizona,Kyrsten Sinema,Financial Services ,5,$0,"-$20,556",Lawyers/Law Firms,"$822,769",Votesane PAC,"$132,200",/Users/enickles/Desktop/thumbsbw/Sinema_Kyrsten.jpg
Democrat,Representative,New Jersey,Albio Sires,"Foreign Affairs  
Transportation and Infrastructure ",13,$0,$0,Lawyers/Law Firms,"$436,310",West New York Board of Education,"$291,075",/Users/enickles/Desktop/thumbsbw/Sires_Albio.jpg
Democrat,Representative,New York,Louise McIntosh Slaughter,Rules ,31,$0,$0,Public Sector Unions,"$798,910",Harris Corp,"$151,294",/Users/enickles/Desktop/thumbsbw/Slaughter_Louise_McIntosh.jpg
Democrat,Representative,Washington,Adam Smith,Armed Services ,21,$0,$0,Defense Aerospace,"$533,100",Microsoft Corp,"$219,500",/Users/enickles/Desktop/thumbsbw/Smith_Adam.jpg
Republican,Representative,Nebraska,Adrian Smith,"Joint Committee on Printing (House Administration)  
Ways and Means ",11,"$59,495","$16,800",Insurance,"$487,096",Club for Growth,"$235,386",/Users/enickles/Desktop/thumbsbw/Smith_Adrian.jpg
Republican,Representative,New Jersey,Christopher H. Smith,Foreign Affairs ,37,$0,$0,Building Trade Unions,"$535,974",Plumbers/Pipefitters Union,"$127,374",/Users/enickles/Desktop/thumbsbw/Smith_Christopher_H.jpg
Republican,Representative,Missouri,Jason Smith,"Budget  
Ways and Means ",5,"$19,500","$6,500",Crop Production & Basic Processing,"$280,995",Anheuser-Busch,"$35,400",/Users/enickles/Desktop/thumbsbw/Smith_Jason.jpg
Republican,Representative,Texas,Lamar Smith,"Science, Space, and Technology, Chair  
Homeland Security  
Judiciary ",31,"$64,414","$41,014",Oil & Gas,"$772,347",AT&T Inc,"$124,000",/Users/enickles/Desktop/thumbsbw/Smith_Lamar.jpg
Democrat,Senator,Minnesota,Tina Smith,"Agriculture, Nutrition, and Forestry
Energy and Natural Resources
Health, Education, Labor, and Pensions
Indian Affairs
Joint Select Committee on Solvency of Multiemployer Pension Plans",< 1,$0,$0,Retired,"$43,350",Mba Strategies,"$29,700",/Users/enickles/Desktop/thumbsbw/blank.png
Republican,Representative,Pennsylvania,Lloyd Smucker,"Budget  
Education and the Workforce  
Transportation and Infrastructure ",1,"$226,236","$222,736",Leadership PACs,"$115,500",Four Seasons Produce,"$20,800",/Users/enickles/Desktop/thumbsbw/blank.png
Democrat,Representative,Florida,Darren Soto,"Agriculture  
Natural Resources ",1,$0,$0,Crop Production & Basic Processing,"$35,000",New Democrat Coalition,"$10,750",/Users/enickles/Desktop/thumbsbw/blank.png
Democrat,Representative,California,Jackie Speier,"Armed Services  
Permanent Select Committee on Intelligence ",10,$0,$0,Retired,"$441,593","Cotchett, Pitre & McCarthy","$138,350",/Users/enickles/Desktop/thumbsbw/Speier_Jackie.jpg
Democrat,Senator,Michigan,Debbie Stabenow,"Budget 
Agriculture, Nutrition, and Forestry
Energy and Natural Resources
Finance 
Joint Committee on Taxation",17,"$2,000","-$84,827",Lawyers/Law Firms,"$3,365,919",EMILY's List,"$967,216",/Users/enickles/Desktop/thumbsbw/Stabenow_Debbie.jpg
Republican,Representative,New York,Elise M. Stefanik,"Armed Services  
Education and the Workforce  
Permanent Select Committee on Intelligence ",3,"$23,915","$7,179",Securities & Investment,"$726,153",Elliott Management,"$191,132",/Users/enickles/Desktop/thumbsbw/Stefanik_Elise_M.jpg
Republican,Representative,Utah,Chris Stewart,"Appropriations  
Permanent Select Committee on Intelligence ",5,"$18,500","$8,000",Oil & Gas,"$225,350",Zions Bancorp,"$32,740",/Users/enickles/Desktop/thumbsbw/Stewart_Chris.jpg
Republican,Representative,Ohio,Steve Stivers,Financial Services ,7,"$98,602","$70,997",Insurance,"$1,365,808",American Electric Power,"$321,300",/Users/enickles/Desktop/thumbsbw/Stivers_Steve.jpg
Republican,Senator,Alaska,Dan Sullivan,"Armed Services
Commerce, Science, and Transportation
Environment and Public Works 
Veterans' Affairs",3,"$57,753",$0,Securities & Investment,"$1,117,337",Club for Growth,"$442,078",/Users/enickles/Desktop/thumbsbw/Sullivan_Dan_.jpg
Democrat,Representative,New York,Tom Suozzi,"Armed Services  
Foreign Affairs ",1,$0,$0,Real Estate,"$110,875",Henry Schein Inc,"$13,500",/Users/enickles/Desktop/thumbsbw/blank.png
Democrat,Representative,California,Eric Swalwell,"Judiciary  
Permanent Select Committee on Intelligence ",5,$0,$0,Real Estate,"$372,378",Calpine Corp,"$41,075",/Users/enickles/Desktop/thumbsbw/Swalwell_Eric.jpg
Democrat,Representative,California,Mark Takano,"Education and the Workforce  
Science, Space, and Technology  
Veterans' Affairs ",5,$0,-$719,Retired,"$325,830",Teamsters Union,"$62,500",/Users/enickles/Desktop/thumbsbw/Takano_Mark.jpg
Republican,Representative,Virginia,Scott Taylor,Appropriations ,1,"$10,040","$5,290",Retired,"$98,203",Anheuser-Busch InBev,"$15,000",/Users/enickles/Desktop/thumbsbw/blank.png
Republican,Representative,New York,Claudia Tenney,Financial Services ,1,"$52,929","$46,529",Leadership PACs,"$128,536",PricewaterhouseCoopers,"$15,000",/Users/enickles/Desktop/thumbsbw/blank.png
Democrat,Senator,Montana,Jon Tester,"Appropriations 
Banking, Housing, and Urban Affairs
Commerce, Science, and Transportation
Indian Affairs
Veterans' Affairs",11,"$2,500","-$159,194",Lawyers/Law Firms,"$2,612,282",League of Conservation Voters,"$261,128",/Users/enickles/Desktop/thumbsbw/Tester_Jon.jpg
Democrat,Representative,Mississippi,Bennie G. Thompson,Homeland Security ,25,$0,$0,Lawyers/Law Firms,"$1,071,425",International Brotherhood of Electrical Workers,"$128,500",/Users/enickles/Desktop/thumbsbw/Thompson_Bennie_G.jpg
Republican,Representative,Pennsylvania,Glenn Thompson,"Agriculture  
Education and the Workforce  
Natural Resources ",9,"$35,436","$10,500",Oil & Gas,"$381,552",Varischetti & Sons,"$76,305",/Users/enickles/Desktop/thumbsbw/Thompson_Glenn.jpg
Democrat,Representative,California,Mike Thompson,Ways and Means ,19,"$50,379",-$135,"Beer, Wine & Liquor","$2,085,989",Gallo Winery,"$107,819",/Users/enickles/Desktop/thumbsbw/Thompson_Mike.jpg
Republican,Representative,Texas,Mac Thornberry,"Armed Services, Chairman ",23,"$70,064","$31,514",Defense Aerospace,"$765,400",Lockheed Martin,"$170,400",/Users/enickles/Desktop/thumbsbw/Thornberry_Mac.jpg
Republican,Senator,South Dakota,John Thune,"Agriculture, Nutrition, and Forestry
Commerce, Science, and Transportation
Finance",13,"$761,596","$632,486",Retired,"$3,512,408",Club for Growth,"$155,497",/Users/enickles/Desktop/thumbsbw/Thune_John.jpg
Republican,Senator,North Carolina,Thom Tillis,"Commission on Security and Cooperation in Europe 
Armed Services
Banking, Housing, and Urban Affairs
Veterans' Affairs
Judiciary 
Special Committee on Aging",3,"$1,999,168","$4,418,012",Retired,"$1,305,939",Elliott Management,"$123,700",/Users/enickles/Desktop/thumbsbw/Tillis_Thom.jpg
Republican,Representative,Colorado,Scott R. Tipton,"Financial Services  
Natural Resources ",7,"$164,968","$104,023",Retired,"$864,624",Sg Interests,"$50,039",/Users/enickles/Desktop/thumbsbw/Tipton_Scott__R.jpg
Democrat,Representative,Nevada,Dina Titus,"Foreign Affairs  
Transportation and Infrastructure ",7,$0,"-$74,554",Lawyers/Law Firms,"$545,784",MGM Resorts International,"$136,060",/Users/enickles/Desktop/thumbsbw/Titus_Dina.jpg
Democrat,Representative,New York,Paul Tonko,"Energy and Commerce  
Science, Space, and Technology ",9,$0,$0,Health Professionals,"$431,122",General Electric,"$63,105",/Users/enickles/Desktop/thumbsbw/Tonko_Paul.jpg
Republican,Senator,Pennsylvania,Pat Toomey,"Banking, Housing, and Urban Affairs
Budget
Finance ",7,"$1,119,095","$1,467,821",Retired,"$4,105,990",Club for Growth,"$1,272,299",/Users/enickles/Desktop/thumbsbw/Toomey_Pat.jpg
Democrat,Representative,California,Norma J. Torres,"Foreign Affairs  
Natural Resources ",3,$0,$0,Casinos/Gambling,"$110,500",American Federation of State/Cnty/Munic Employees,"$27,750",/Users/enickles/Desktop/thumbsbw/Torres_Norma_J.jpg
Republican,Representative,Michigan,David A. Trott,Financial Services ,3,"$9,535","$5,435",Lawyers/Law Firms,"$356,685",Trott & Trott,"$58,250",/Users/enickles/Desktop/thumbsbw/Trott_David_A.jpg
Democrat,Representative,Massachusetts,Niki Tsongas,"Armed Services  
Natural Resources ",11,$0,$0,Lawyers/Law Firms,"$739,742",EMILY's List,"$99,970",/Users/enickles/Desktop/thumbsbw/Tsongas_Niki.jpg
Republican,Representative,Ohio,Michael R. Turner,"Armed Services  
Permanent Select Committee on Intelligence ",15,"$33,213","$23,465",Real Estate,"$466,525",Sugar Creek Packing,"$154,000",/Users/enickles/Desktop/thumbsbw/Turner_Michael_R.jpg
Democrat,Senator,New Mexico,Tom Udall,"Commission on Security and Cooperation in Europe 
Appropriations 
Commerce, Science, and Transportation
Foreign Relations
Indian Affairs
Rules and Administration 
Joint Committee on Printing",9,$0,"-$51,765",Lawyers/Law Firms,"$1,900,271",University of New Mexico,"$81,508",/Users/enickles/Desktop/thumbsbw/Udall_Tom.jpg
Republican,Representative,Michigan,Fred Upton,Energy and Commerce ,31,"$20,606","$12,106",Health Professionals,"$1,717,618",National Assn of Broadcasters,"$204,091",/Users/enickles/Desktop/thumbsbw/Upton_Fred.jpg
Republican,Representative,California,David G. Valadao,Appropriations ,5,"$80,228","$51,570",Crop Production & Basic Processing,"$1,229,364",Harris Farms,"$45,150",/Users/enickles/Desktop/thumbsbw/Valadao_David_G.jpg
Democrat,Senator,Maryland,Chris Van Hollen,"Appropriations 
Banking, Housing, and Urban Affairs
Budget
Environment and Public Works ",1,$0,$0,Lawyers/Law Firms,"$5,897,481",Votesane PAC,"$404,050",/Users/enickles/Desktop/thumbsbw/Van_Hollen_Chris.jpg
Democrat,Representative,California,Juan Vargas,Financial Services ,5,$0,$0,Insurance,"$524,281",American Bankers Assn,"$48,500",/Users/enickles/Desktop/thumbsbw/Vargas_Juan.jpg
Democrat,Representative,Texas,Marc A. Veasey,"Armed Services  
Science, Space, and Technology ",5,$0,$0,Lawyers/Law Firms,"$543,453","Nix, Patterson & Roach","$85,300",/Users/enickles/Desktop/thumbsbw/Veasey_Marc_A.jpg
Democrat,Representative,Texas,Filemon Vela,"Agriculture  
Homeland Security ",5,$0,$0,Lawyers/Law Firms,"$333,368",Dos Logistics,"$38,700",/Users/enickles/Desktop/thumbsbw/Vela_Filemon.jpg
Democrat,Representative,New York,Nydia M. Velazquez,"Financial Services  
Small Business ",25,$0,$0,Securities & Investment,"$497,180",American Federation of State/Cnty/Munic Employees,"$109,000",/Users/enickles/Desktop/thumbsbw/Velazquez_Nydia_M.jpg
Democrat,Representative,Indiana,Peter J. Visclosky,Appropriations ,33,$0,$0,Building Trade Unions,"$672,724",MacAndrews & Forbes,"$219,700",/Users/enickles/Desktop/thumbsbw/Visclosky_Peter_J.jpg
Republican,Representative,Missouri,Ann Wagner,"Financial Services  
Foreign Affairs ",5,"$16,187","$8,187",Securities & Investment,"$768,600",Crawford Group,"$368,700",/Users/enickles/Desktop/thumbsbw/Wagner_Ann.jpg
Republican,Representative,Michigan,Tim Walberg,"Education and the Workforce  
Energy and Commerce ",9,"$141,673","$103,605",Leadership PACs,"$1,069,687",Club for Growth,"$396,445",/Users/enickles/Desktop/thumbsbw/Walberg_Tim.jpg
Republican,Representative,Oregon,Greg Walden,"Energy and Commerce, Chairman ",19,"$99,896","$45,746",Health Professionals,"$982,289",National Assn of Broadcasters,"$325,995",/Users/enickles/Desktop/thumbsbw/Walden_Greg.jpg
Republican,Representative,North Carolina,Mark Walker,"Joint Committee on Printing (House Administration) 
Oversight and Government Reform ",3,"$9,126","$3,000",Retired,"$248,574",Reynolds American,"$48,700",/Users/enickles/Desktop/thumbsbw/Walker_Mark.jpg
Republican,Representative,Indiana,Jackie Walorski,Ways and Means ,5,"$33,902","$20,572",Retired,"$516,125",Bremen Castings,"$110,350",/Users/enickles/Desktop/thumbsbw/Walorski_Jackie.jpg
Republican,Representative,California,Mimi Walters,"Energy and Commerce  
Ethics ",3,"$19,650","$4,000",Real Estate,"$412,991",Cox Enterprises,"$53,750",/Users/enickles/Desktop/thumbsbw/Walters_Mimi.jpg
Democrat,Representative,Minnesota,Timothy J. Walz,"Agriculture  
Veterans' Affairs ",11,"$32,608","$17,250",Retired,"$887,451","Robins, Kaplan et al","$178,958",/Users/enickles/Desktop/thumbsbw/Walz_Timothy_J.jpg
Democrat,Senator,Virginia,Mark R. Warner,"Banking, Housing, and Urban Affairs
Finance 
Rules and Administration 
Budget 
Select Committee on Intelligence",9,"$5,500","-$478,480",Lawyers/Law Firms,"$3,373,559",Altria Group,"$197,717",/Users/enickles/Desktop/thumbsbw/Warner_Mark_R.jpg
Democrat,Senator,Massachusetts,Elizabeth Warren,"Armed Services
Banking, Housing, and Urban Affairs
Health, Education, Labor, and Pensions
Special Committee on Aging",5,$0,"-$3,927",Retired,"$5,435,085",EMILY's List,"$606,441",/Users/enickles/Desktop/thumbsbw/Warren_Elizabeth.jpg
Democrat,Representative,California,Maxine Waters,Financial Services ,27,$0,$0,Real Estate,"$530,726",National Assn of Realtors,"$106,740",/Users/enickles/Desktop/thumbsbw/Waters_Maxine.jpg
Republican,Representative,Texas,Randy K. Weber Sr.,"Science, Space, and Technology  
Transportation and Infrastructure ",5,"$16,650","$2,000",Oil & Gas,"$250,050",McCorvey Sheet Metal Works,"$36,700",/Users/enickles/Desktop/thumbsbw/Weber_Randy_K.jpg
Republican,Representative,Florida,Daniel Webster,"Natural Resources  
Science, Space, and Technology  
Transportation and Infrastructure ",7,"$56,148","$37,881",Real Estate,"$423,138",The Villages,"$71,000",/Users/enickles/Desktop/thumbsbw/Webster_Daniel.jpg
Democrat,Representative,Vermont,Peter Welch,"Energy and Commerce  
Oversight and Government Reform ",11,"$1,000","$1,000",Lawyers/Law Firms,"$394,491",Operating Engineers Union,"$62,300",/Users/enickles/Desktop/thumbsbw/Welch_Peter.jpg
Republican,Representative,Ohio,Brad R. Wenstrup,"Armed Services  
Veterans' Affairs  
Permanent Select Committee on Intelligence ",5,"$12,400","$7,000",Health Professionals,"$381,386",American Financial Group,"$134,400",/Users/enickles/Desktop/thumbsbw/Wenstrup_Brad_R.jpg
Republican,Representative,Arkansas,Bruce Westerman,"Budget  
Natural Resources  
Transportation and Infrastructure ",3,"$17,004","$9,504",Forestry & Forest Products,"$251,542",Murphy Oil,"$26,700",/Users/enickles/Desktop/thumbsbw/Westerman_Bruce.jpg
Democrat,Senator,Rhode Island,Sheldon Whitehouse,"Commission on Security and Cooperation in Europe 
Environment and Public Works 
Finance 
Judiciary 
Joint Select Committee on Budget and Appropriations Process Reform 
United States Senate Caucus on International Narcotics Control",11,$0,$0,Lawyers/Law Firms,"$2,126,784",League of Conservation Voters,"$138,149",/Users/enickles/Desktop/thumbsbw/Whitehouse_Sheldon.jpg
Republican,Senator,Mississippi,Roger F. Wicker,"Budget 
Commission on Security and Cooperation in Europe 
Armed Services
Commerce, Science, and Transportation
Environment and Public Works 
Rules and Administration 
Joint Committee on Printing",11,"$107,606","$89,406",Leadership PACs,"$942,977",Telapex Inc,"$116,000",/Users/enickles/Desktop/thumbsbw/Wicker_Roger_F.jpg
Republican,Representative,Texas,Roger Williams,Financial Services ,5,"$28,700","$6,500",Oil & Gas,"$859,108",Berkshire Hathaway,"$102,101",/Users/enickles/Desktop/thumbsbw/Williams_Roger.jpg
Democrat,Representative,Florida,Frederica S. Wilson,"Education and the Workforce  
Transportation and Infrastructure ",7,$0,$0,Public Sector Unions,"$164,500",International Brotherhood of Electrical Workers,"$47,500",/Users/enickles/Desktop/thumbsbw/Wilson_Frederica_S.jpg
Republican,Representative,South Carolina,Joe Wilson,"Armed Services  
Education and the Workforce  
Foreign Affairs ",17,"$49,160","$18,177",Health Professionals,"$497,297",Blue Cross/Blue Shield,"$95,300",/Users/enickles/Desktop/thumbsbw/Wilson_Joe.jpg
Republican,Representative,Virginia,Robert J. Wittman,"Armed Services  
Natural Resources ",11,"$37,371","$25,221",Misc Defense,"$375,436",Huntington Ingalls Industries,"$95,250",/Users/enickles/Desktop/thumbsbw/Wittman_Robert_J.jpg
Republican,Representative,Arkansas,Steve Womack,"Appropriations 
Budget, Chair  
Joint Select Committee on Budget and Appropriations Process Reform, Co-Chair",7,"$24,150","$9,500",Retail Sales,"$351,975",Wal-Mart Stores,"$178,600",/Users/enickles/Desktop/thumbsbw/Womack_Steve.jpg
Republican,Representative,Georgia,Rob Woodall,"Budget  
Rules  
Transportation and Infrastructure 
Joint Select Committee on Budget and Appropriations Process Reform",7,"$4,000","$2,000",Health Professionals,"$171,900",Credit Union National Assn,"$55,000",/Users/enickles/Desktop/thumbsbw/Woodall_Rob.jpg
Democrat,Senator,Oregon,Ron Wyden,"Budget 
Energy and Natural Resources
Finance 
Joint Committee on Taxation 
Select Committee on Intelligence",22,$0,$0,Lawyers/Law Firms,"$2,339,085",Nike Inc,"$171,563",/Users/enickles/Desktop/thumbsbw/Wyden_Ron.jpg
Democrat,Representative,Kentucky,John A. Yarmuth,"Budget 
Joint Select Committee on Budget and Appropriations Process Reform",11,$0,"-$4,018",Retired,"$730,165",Brown-Forman Corp,"$117,400",/Users/enickles/Desktop/thumbsbw/Yarmuth_John_A.jpg
Republican,Representative,Kansas,Kevin Yoder,"Appropriations 
Joint Committee on the Library (House Administration)",7,"$113,988","$52,938",Securities & Investment,"$625,685",QC Holdings,"$179,607",/Users/enickles/Desktop/thumbsbw/Yoder_Kevin.jpg
Republican,Representative,Florida,Ted S. Yoho,"Agriculture  
Foreign Affairs ",5,"$16,502","$4,184",Crop Production & Basic Processing,"$214,749",National Cattlemen's Beef Assn,"$37,000",/Users/enickles/Desktop/thumbsbw/Yoho_Ted_S.jpg
Republican,Representative,Iowa,David Young,Appropriations ,3,"$982,621","$707,662",Leadership PACs,"$665,435",Berkshire Hathaway,"$41,250",/Users/enickles/Desktop/thumbsbw/Young_David.jpg
Republican,Representative,Alaska,Don Young,"Natural Resources  
Transportation and Infrastructure ",45,"$358,829","$245,720",Oil & Gas,"$1,406,068",Veco Corp,"$231,620",/Users/enickles/Desktop/thumbsbw/Young_Don.jpg
Republican,Senator,Indiana,Todd C. Young,"Commerce, Science, and Transportation
Foreign Relations
Health, Education, Labor, and Pensions
Small Business and Entrepreneurship",1,"$528,145","$2,896,732",Retired,"$2,426,955",Votesane PAC,"$187,000",/Users/enickles/Desktop/thumbsbw/Young_Todd_C.jpg
Republican,Representative,New York,Lee M. Zeldin,"Financial Services  
Foreign Affairs ",3,"$114,574","$56,281",Real Estate,"$604,568",Elliott Management,"$58,616",/Users/enickles/Desktop/thumbsbw/Zeldin_Lee_M.jpg
