Party	Title	State	Full Name	Committees	Committee 1	Committee 2	Committee 3	Committee 4	Committee 5	Committee 6	Committee 7	Years in Current Chamber	NRA Rank	NRA Grand Total	Top Industry	Total Industry Amount	Top Contributor	Total Contributor Amount	@Photo
Democratic	Representative	New Jersey	Donald Norcross	Armed Services   Education and the Workforce  Joint Select Committee on Solvency of Multiemployer Pension Plans	Armed Services  	Education and the Workforce 	Joint Select Committee on Solvency of Multiemployer Pension Plans					4	293	$0	Lawyers/Law Firms	$473,212	Conner, Strong & Buckelew	$64,150	Macintosh HD:Users:enickles:Desktop:thumbsbw:Norcross_Donald.jpg
Democratic	Representative	Texas	Beto O'Rourke	Armed Services   Veterans' Affairs 	Armed Services  	Veterans' Affairs 						5	293	$0	Retired	$355,212	Hunt Companies	$80,032	Macintosh HD:Users:enickles:Desktop:thumbsbw:O'Rourke_Beto.jpg
Democratic	Representative	California	Jimmy Panetta	Agriculture   Armed Services 	Agriculture  	Armed Services 						1	293	$0	Crop Production & Basic Processing	$58,627	No Labels	$10,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	New Jersey	Bill Pascrell Jr.	Ways and Means 	Ways and Means 							21	293	$0	Lawyers/Law Firms	$1,660,990	International Brotherhood of Electrical Workers	$115,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Pascrell_Bill.jpg
Democratic	Representative	New Jersey	Donald M. Payne Jr.	Homeland Security   Transportation and Infrastructure 	Homeland Security  	Transportation and Infrastructure 						6	293	$0	Building Trade Unions	$120,900	Public Service Enterprise Group	$36,700	Macintosh HD:Users:enickles:Desktop:thumbsbw:Payne_Donald_M.jpg
Democratic	Representative	California	Nancy Pelosi	Democratic Leader 	Democratic Leader 							31	293	$0	Health Professionals	$1,455,139	American Federation of State/Cnty/Munic Employees	$143,660	Macintosh HD:Users:enickles:Desktop:thumbsbw:Pelosi_Nancy.jpg
Democratic	Representative	Wisconsin	Mark Pocan	Appropriations 	Appropriations 							5	293	$0	Building Trade Unions	$257,125	University of Wisconsin	$45,582	Macintosh HD:Users:enickles:Desktop:thumbsbw:Pocan_Mark.jpg
Democratic	Representative	Colorado	Jared Polis	Education and the Workforce   Ethics   Rules 	Education and the Workforce  	Ethics  	Rules 					9	293	$0	Securities & Investment	$633,567	Foundry Group	$73,250	Macintosh HD:Users:enickles:Desktop:thumbsbw:Polis_Jared.jpg
Democratic	Representative	North Carolina	David E. Price	Appropriations 	Appropriations 							29	293	$0	Retired	$720,205	Duke University	$288,871	Macintosh HD:Users:enickles:Desktop:thumbsbw:Price_David_E.jpg
Democratic	Representative	Maryland	Jamie Raskin	Joint Committee on Printing (House Administration)  Judiciary   Oversight and Government Reform 	Joint Committee on Printing (House Administration) 	Judiciary  	Oversight and Government Reform 					1	293	$0	Lawyers/Law Firms	$82,004	American University	$10,735	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Senator	Rhode Island	Jack Reed	Appropriations  Armed Services Banking, Housing, and Urban Affairs Select Committee on Intelligence	Appropriations 	Armed Services	Banking, Housing, and Urban Affairs	Select Committee on Intelligence				21	293	$0	Lawyers/Law Firms	$1,633,013	General Dynamics	$109,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Reed_Jack.jpg
Democratic	Representative	New York	Kathleen M. Rice	Homeland Security   Veterans' Affairs 	Homeland Security  	Veterans' Affairs 						3	293	$0	Securities & Investment	$616,460	M&R Management	$51,590	Macintosh HD:Users:enickles:Desktop:thumbsbw:Rice_Kathleen_M.jpg
Democratic	Representative	Louisiana	Cedric L. Richmond	Homeland Security   Judiciary 	Homeland Security  	Judiciary 						7	293	$0	Lawyers/Law Firms	$718,463	Entergy Corp	$43,250	Macintosh HD:Users:enickles:Desktop:thumbsbw:Richmond_Cedric_L.jpg
Democratic	Representative	Delaware	Lisa Blunt Rochester	Agriculture   Education and the Workforce 	Agriculture  	Education and the Workforce 						1	293	$0	Insurance	$33,075	DowDuPont	$11,400	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Republican	Representative	Tennessee	David P. Roe	Veterans' Affairs, Chairman   Education and the Workforce  Joint Select Committee on Solvency of Multiemployer Pension Plans	Veterans' Affairs, Chairman  	Education and the Workforce 	Joint Select Committee on Solvency of Multiemployer Pension Plans					9	293	$0	Health Professionals	$496,933	Powell Construction	$153,200	Macintosh HD:Users:enickles:Desktop:thumbsbw:Roe_David_P.jpg
Republican	Representative	Florida	Francis Rooney	Education and the Workforce   Foreign Affairs  Joint Economic Committee	Education and the Workforce  	Foreign Affairs 	Joint Economic Committee					1	293	$0	Leadership PACs	$72,998	Rooney Holdings	$31,600	Macintosh HD:Users:enickles:Desktop:thumbsbw:Rooney_Thomas_J.jpg
Democratic	Representative	California	Lucille Roybal-Allard	Appropriations  Joint Select Committee on Budget and Appropriations Process Reform	Appropriations 	Joint Select Committee on Budget and Appropriations Process Reform						25	293	$0	Real Estate	$490,236	National Assn of Realtors	$103,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Roybal-Allard_Lucille.jpg
Democratic	Representative	Illinois	Bobby L. Rush	Energy and Commerce 	Energy and Commerce 							25	293	$0	Electric Utilities	$384,973	Exelon Corp	$136,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:Rush_Bobby_L.jpg
Democratic	Representative	California	Linda T. Sanchez	Ways and Means 	Ways and Means 							15	293	$0	Lawyers/Law Firms	$472,273	International Brotherhood of Electrical Workers	$91,815	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sanchez_Linda_T.jpg
Independent	Senator	Vermont	Bernard Sanders	Budget Energy and Natural Resources Environment and Public Works  Health, Education, Labor, and Pensions Veterans' Affairs	Budget	Energy and Natural Resources	Environment and Public Works 	Health, Education, Labor, and Pensions	Veterans' Affairs			11	293	$0	Democratic/Liberal	$17,902,180	Alphabet Inc	$366,168	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sanders_Bernard.jpg
Democratic	Representative	Maryland	John P. Sarbanes	Energy and Commerce 	Energy and Commerce 							11	293	$0	Lawyers/Law Firms	$1,064,867	Venable LLP	$294,003	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sarbanes_John_P.jpg
Democratic	Representative	Illinois	Janice D. Schakowsky	Budget   Energy and Commerce 	Budget  	Energy and Commerce 						19	293	$0	Lawyers/Law Firms	$1,575,446	State of Illinois	$123,020	Macintosh HD:Users:enickles:Desktop:thumbsbw:Schakowsky_Janice_D.jpg
Democratic	Representative	California	Adam B. Schiff	Permanent Select Committee on Intelligence 	Permanent Select Committee on Intelligence 							17	293	$0	Lawyers/Law Firms	$1,728,291	Walt Disney Co	$106,430	Macintosh HD:Users:enickles:Desktop:thumbsbw:Schiff_Adam_B.jpg
Democratic	Representative	Florida	Debbie Wasserman Schultz	Appropriations   Budget 	Appropriations  	Budget 						13	293	$0	Lawyers/Law Firms	$1,553,701	Southern Glazer's Wine & Spirits	$92,075	Macintosh HD:Users:enickles:Desktop:thumbsbw:Wasserman_Schultz_Debbie.jpg
Democratic	Representative	Virginia	Robert C. "Bobby" Scott	Education and the Workforce  Joint Select Committee on Solvency of Multiemployer Pension Plans	Education and the Workforce 	Joint Select Committee on Solvency of Multiemployer Pension Plans						25	293	$0	Public Sector Unions	$459,350	American Assn for Justice	$124,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Georgia	David Scott	Agriculture   Financial Services 	Agriculture  	Financial Services 						15	293	$0	Health Professionals	$908,278	ICE Group	$94,100	Macintosh HD:Users:enickles:Desktop:thumbsbw:Scott_David.jpg
Democratic	Representative	New York	Jose E. Serrano	Appropriations 	Appropriations 							29	293	$0	Public Sector Unions	$492,900	National Assn of Realtors	$96,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Serrano_Jose_E.jpg
Democratic	Representative	Alabama	Terri A. Sewell	Ways and Means   Permanent Select Committee on Intelligence 	Ways and Means  	Permanent Select Committee on Intelligence 						7	293	$0	Lawyers/Law Firms	$831,518	Maynard, Cooper & Gale	$180,677	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sewell_Terri_A.jpg
Democratic	Representative	California	Brad Sherman	Financial Services   Foreign Affairs 	Financial Services  	Foreign Affairs 						21	293	$0	Real Estate	$1,114,273	Machinists/Aerospace Workers Union	$116,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sherman_Brad.jpg
Democratic	Representative	New Jersey	Albio Sires	Foreign Affairs   Transportation and Infrastructure 	Foreign Affairs  	Transportation and Infrastructure 						13	293	$0	Lawyers/Law Firms	$436,310	West New York Board of Education	$291,075	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sires_Albio.jpg
Democratic	Representative	New York	Louise McIntosh Slaughter	Rules 	Rules 							31	293	$0	Public Sector Unions	$798,910	Harris Corp	$151,294	Macintosh HD:Users:enickles:Desktop:thumbsbw:Slaughter_Louise_McIntosh.jpg
Democratic	Representative	Washington	Adam Smith	Armed Services 	Armed Services 							21	293	$0	Defense Aerospace	$533,100	Microsoft Corp	$219,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:Smith_Adam.jpg
Republican	Representative	New Jersey	Christopher H. Smith	Foreign Affairs 	Foreign Affairs 							37	293	$0	Building Trade Unions	$535,974	Plumbers/Pipefitters Union	$127,374	Macintosh HD:Users:enickles:Desktop:thumbsbw:Smith_Christopher_H.jpg
Democratic	Senator	Minnesota	Tina Smith	Agriculture, Nutrition, and Forestry Energy and Natural Resources Health, Education, Labor, and Pensions Indian Affairs Joint Select Committee on Solvency of Multiemployer Pension Plans	Agriculture, Nutrition, and Forestry	Energy and Natural Resources	Health, Education, Labor, and Pensions	Indian Affairs	Joint Select Committee on Solvency of Multiemployer Pension Plans			< 1	293	$0	Retired	$43,350	Mba Strategies	$29,700	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Florida	Darren Soto	Agriculture   Natural Resources 	Agriculture  	Natural Resources 						1	293	$0	Crop Production & Basic Processing	$35,000	New Democrat Coalition	$10,750	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	California	Jackie Speier	Armed Services   Permanent Select Committee on Intelligence 	Armed Services  	Permanent Select Committee on Intelligence 						10	293	$0	Retired	$441,593	Cotchett, Pitre & McCarthy	$138,350	Macintosh HD:Users:enickles:Desktop:thumbsbw:Speier_Jackie.jpg
Republican	Senator	Alaska	Dan Sullivan	Armed Services Commerce, Science, and Transportation Environment and Public Works  Veterans' Affairs	Armed Services	Commerce, Science, and Transportation	Environment and Public Works 	Veterans' Affairs				3	293	$0	Securities & Investment	$1,117,337	Club for Growth	$442,078	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sullivan_Dan_.jpg
Democratic	Representative	New York	Tom Suozzi	Armed Services   Foreign Affairs 	Armed Services  	Foreign Affairs 						1	293	$0	Real Estate	$110,875	Henry Schein Inc	$13,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	California	Eric Swalwell	Judiciary   Permanent Select Committee on Intelligence 	Judiciary  	Permanent Select Committee on Intelligence 						5	293	$0	Real Estate	$372,378	Calpine Corp	$41,075	Macintosh HD:Users:enickles:Desktop:thumbsbw:Swalwell_Eric.jpg
Democratic	Representative	Mississippi	Bennie G. Thompson	Homeland Security 	Homeland Security 							25	293	$0	Lawyers/Law Firms	$1,071,425	International Brotherhood of Electrical Workers	$128,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:Thompson_Bennie_G.jpg
Democratic	Representative	New York	Paul Tonko	Energy and Commerce   Science, Space, and Technology 	Energy and Commerce  	Science, Space, and Technology 						9	293	$0	Health Professionals	$431,122	General Electric	$63,105	Macintosh HD:Users:enickles:Desktop:thumbsbw:Tonko_Paul.jpg
Democratic	Representative	California	Norma J. Torres	Foreign Affairs   Natural Resources 	Foreign Affairs  	Natural Resources 						3	293	$0	Casinos/Gambling	$110,500	American Federation of State/Cnty/Munic Employees	$27,750	Macintosh HD:Users:enickles:Desktop:thumbsbw:Torres_Norma_J.jpg
Democratic	Representative	Massachusetts	Niki Tsongas	Armed Services   Natural Resources 	Armed Services  	Natural Resources 						11	293	$0	Lawyers/Law Firms	$739,742	EMILY's List	$99,970	Macintosh HD:Users:enickles:Desktop:thumbsbw:Tsongas_Niki.jpg
Democratic	Senator	Maryland	Chris Van Hollen	Appropriations  Banking, Housing, and Urban Affairs Budget Environment and Public Works 	Appropriations 	Banking, Housing, and Urban Affairs	Budget	Environment and Public Works 				1	293	$0	Lawyers/Law Firms	$5,897,481	Votesane PAC	$404,050	Macintosh HD:Users:enickles:Desktop:thumbsbw:Van_Hollen_Chris.jpg
Democratic	Representative	California	Juan Vargas	Financial Services 	Financial Services 							5	293	$0	Insurance	$524,281	American Bankers Assn	$48,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:Vargas_Juan.jpg
Democratic	Representative	Texas	Marc A. Veasey	Armed Services   Science, Space, and Technology 	Armed Services  	Science, Space, and Technology 						5	293	$0	Lawyers/Law Firms	$543,453	Nix, Patterson & Roach	$85,300	Macintosh HD:Users:enickles:Desktop:thumbsbw:Veasey_Marc_A.jpg
Democratic	Representative	Texas	Filemon Vela	Agriculture   Homeland Security 	Agriculture  	Homeland Security 						5	293	$0	Lawyers/Law Firms	$333,368	Dos Logistics	$38,700	Macintosh HD:Users:enickles:Desktop:thumbsbw:Vela_Filemon.jpg
Democratic	Representative	New York	Nydia M. Velazquez	Financial Services   Small Business 	Financial Services  	Small Business 						25	293	$0	Securities & Investment	$497,180	American Federation of State/Cnty/Munic Employees	$109,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Velazquez_Nydia_M.jpg
Democratic	Representative	Indiana	Peter J. Visclosky	Appropriations 	Appropriations 							33	293	$0	Building Trade Unions	$672,724	MacAndrews & Forbes	$219,700	Macintosh HD:Users:enickles:Desktop:thumbsbw:Visclosky_Peter_J.jpg
Democratic	Representative	California	Maxine Waters	Financial Services 	Financial Services 							27	293	$0	Real Estate	$530,726	National Assn of Realtors	$106,740	Macintosh HD:Users:enickles:Desktop:thumbsbw:Waters_Maxine.jpg
Democratic	Senator	Rhode Island	Sheldon Whitehouse	Commission on Security and Cooperation in Europe  Environment and Public Works  Finance  Judiciary  Joint Select Committee on Budget and Appropriations Process Reform  United States Senate Caucus on International Narcotics Control	Commission on Security and Cooperation in Europe 	Environment and Public Works 	Finance 	Judiciary 	Joint Select Committee on Budget and Appropriations Process Reform 	United States Senate Caucus on International Narcotics Control		11	293	$0	Lawyers/Law Firms	$2,126,784	League of Conservation Voters	$138,149	Macintosh HD:Users:enickles:Desktop:thumbsbw:Whitehouse_Sheldon.jpg
Democratic	Representative	Florida	Frederica S. Wilson	Education and the Workforce   Transportation and Infrastructure 	Education and the Workforce  	Transportation and Infrastructure 						7	293	$0	Public Sector Unions	$164,500	International Brotherhood of Electrical Workers	$47,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:Wilson_Frederica_S.jpg
Democratic	Senator	Oregon	Ron Wyden	Budget  Energy and Natural Resources Finance  Joint Committee on Taxation  Select Committee on Intelligence	Budget 	Energy and Natural Resources	Finance 	Joint Committee on Taxation 	Select Committee on Intelligence			22	293	$0	Lawyers/Law Firms	$2,339,085	Nike Inc	$171,563	Macintosh HD:Users:enickles:Desktop:thumbsbw:Wyden_Ron.jpg
Democratic	Representative	Illinois	Robin L. Kelly	Foreign Affairs   Oversight and Government Reform 	Foreign Affairs  	Oversight and Government Reform 						5	435	-$10	Lawyers/Law Firms	$163,072	United Food & Commercial Workers Union	$32,900	Macintosh HD:Users:enickles:Desktop:thumbsbw:Kelly_Robin_L.jpg
Democratic	Representative	Illinois	Daniel Lipinski	Science, Space, and Technology   Transportation and Infrastructure 	Science, Space, and Technology  	Transportation and Infrastructure 						13	436	-$20	Transportation Unions	$401,700	BNSF Railway	$71,741	Macintosh HD:Users:enickles:Desktop:thumbsbw:Lipinski_Daniel.jpg
Democratic	Representative	Illinois	Mike Quigley	Appropriations   Permanent Select Committee on Intelligence 	Appropriations  	Permanent Select Committee on Intelligence 						9	436	-$20	Lawyers/Law Firms	$608,024	Clifford Law Offices	$45,200	Macintosh HD:Users:enickles:Desktop:thumbsbw:Quigley_Mike.jpg
Democratic	Representative	Illinois	Bradley Scott Schneider	Foreign Affairs   Judiciary   Small Business 	Foreign Affairs  	Judiciary  	Small Business 					3	436	-$20	Democratic/Liberal	$211,180	Discover Financial Services	$18,918	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Texas	Lloyd Doggett	Ways and Means 	Ways and Means 							23	439	-$64	Lawyers/Law Firms	$2,567,470	American Assn for Justice	$115,250	Macintosh HD:Users:enickles:Desktop:thumbsbw:Doggett_Lloyd.jpg
Democratic	Representative	Missouri	Emanuel Cleaver	Financial Services 	Financial Services 							13	440	-$71	Lawyers/Law Firms	$693,352	Husch Blackwell LLP	$109,945	Macintosh HD:Users:enickles:Desktop:thumbsbw:Cleaver_Emanuel.jpg
Democratic	Representative	California	Mike Thompson	Ways and Means 	Ways and Means 							19	441	-$135	Beer, Wine & Liquor	$2,085,989	Gallo Winery	$107,819	Macintosh HD:Users:enickles:Desktop:thumbsbw:Thompson_Mike.jpg
Democratic	Senator	Hawaii	Mazie K. Hirono	Armed Services Energy and Natural Resources Small Business and Entrepreneurship Veterans' Affairs Judiciary  Joint Select Committee on Budget and Appropriations Process Reform	Armed Services	Energy and Natural Resources	Small Business and Entrepreneurship	Veterans' Affairs	Judiciary 	Joint Select Committee on Budget and Appropriations Process Reform		5	442	-$171	Lawyers/Law Firms	$1,436,822	EMILY's List	$280,623	Macintosh HD:Users:enickles:Desktop:thumbsbw:Hirono_Mazie_K.jpg
Democratic	Representative	Maryland	C. A. Dutch Ruppersberger	Appropriations 	Appropriations 							15	443	-$259	Real Estate	$595,728	Northrop Grumman	$188,610	Macintosh HD:Users:enickles:Desktop:thumbsbw:Ruppersberger_C._A._Dutch.jpg
Democratic	Representative	Hawaii	Tulsi Gabbard	Armed Services   Foreign Affairs 	Armed Services  	Foreign Affairs 						5	444	-$286	Retired	$246,561	National Auto Dealers Assn	$36,400	Macintosh HD:Users:enickles:Desktop:thumbsbw:Gabbard_Tulsi.jpg
Democratic	Senator	Hawaii	Brian Schatz	Appropriations  Banking, Housing, and Urban Affairs Commerce, Science, and Transportation Indian Affairs Joint Select Committee on Budget and Appropriations Process Reform  Select Committee on Ethics	Appropriations 	Banking, Housing, and Urban Affairs	Commerce, Science, and Transportation	Indian Affairs	Joint Select Committee on Budget and Appropriations Process Reform 	Select Committee on Ethics		6	444	-$286	Lawyers/Law Firms	$1,101,022	League of Conservation Voters	$193,797	Macintosh HD:Users:enickles:Desktop:thumbsbw:Schatz_Brian.jpg
Democratic	Representative	Oregon	Suzanne Bonamici	Education and the Workforce   Science, Space, and Technology 	Education and the Workforce  	Science, Space, and Technology 						6	446	-$376	Lawyers/Law Firms	$533,299	Perkins Coie	$87,300	Macintosh HD:Users:enickles:Desktop:thumbsbw:Bonamici_Suzanne.jpg
Republican	Representative	Utah	Mia B. Love	Financial Services 	Financial Services 							3	447	-$645	Republican/Conservative	$1,016,755	Blackstone Group	$41,900	Macintosh HD:Users:enickles:Desktop:thumbsbw:Love_Mia_B.jpg
Democratic	Representative	Georgia	Henry C. "Hank Johnson Jr.	Judiciary   Transportation and Infrastructure 	Judiciary  	Transportation and Infrastructure 						11	448	-$678	Lawyers/Law Firms	$310,350	American Assn for Justice	$65,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Johnson_Henry_C._.jpg
Democratic	Representative	California	Mark Takano	Education and the Workforce   Science, Space, and Technology   Veterans' Affairs 	Education and the Workforce  	Science, Space, and Technology  	Veterans' Affairs 					5	449	-$719	Retired	$325,830	Teamsters Union	$62,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:Takano_Mark.jpg
Democratic	Representative	Florida	Lois Frankel	Foreign Affairs   Transportation and Infrastructure 	Foreign Affairs  	Transportation and Infrastructure 						5	450	-$886	Lawyers/Law Firms	$811,487	Searcy, Denney et al	$93,425	Macintosh HD:Users:enickles:Desktop:thumbsbw:Frankel_Lois.jpg
Democratic	Representative	California	Alan S. Lowenthal	Natural Resources   Transportation and Infrastructure 	Natural Resources  	Transportation and Infrastructure 						5	451	-$890	Transportation Unions	$214,916	Carpenters & Joiners Union	$37,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:Lowenthal_Alan_S.jpg
Republican	Representative	South Dakota	Kristi L. Noem	Ways and Means 	Ways and Means 							7	452	-$941	Retired	$795,191	Sanford Health	$86,262	Macintosh HD:Users:enickles:Desktop:thumbsbw:Noem_Kristi_L.jpg
Democratic	Representative	Rhode Island	David N. Cicilline	Foreign Affairs   Judiciary 	Foreign Affairs  	Judiciary 						7	453	-$1,070	Lawyers/Law Firms	$741,123	B&D Holding Di Marco Drago e C Sapa	$97,250	Macintosh HD:Users:enickles:Desktop:thumbsbw:Cicilline_David_N.jpg
Democratic	Senator	Washington	Maria Cantwell	Commerce, Science, and Transportation Energy and Natural Resources Finance  Indian Affairs Small Business and Entrepreneurship	Commerce, Science, and Transportation	Energy and Natural Resources	Finance 	Indian Affairs	Small Business and Entrepreneurship			17	454	-$1,206	Lawyers/Law Firms	$3,205,591	Microsoft Corp	$388,689	Macintosh HD:Users:enickles:Desktop:thumbsbw:Cantwell_Maria.jpg
Republican	Representative	West Virginia	Evan H. Jenkins	Appropriations 	Appropriations 							3	455	-$1,552	Health Professionals	$500,716	Steptoe & Johnson	$80,850	Macintosh HD:Users:enickles:Desktop:thumbsbw:Jenkins_Evan_H.jpg
Republican	Representative	Louisiana	Clay Higgins	Homeland Security   Science, Space, and Technology   Veterans' Affairs 	Homeland Security  	Science, Space, and Technology  	Veterans' Affairs 					1	456	-$1,665	Crop Production & Basic Processing	$30,635	Majority Cmte PAC	$15,000	
Democratic	Representative	New Jersey	Frank Pallone Jr.	Energy and Commerce 	Energy and Commerce 							31	457	-$1,793	Health Professionals	$3,448,916	American Assn for Justice	$145,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Pallone_Frank.jpg
Democratic	Representative	Washington	Suzan K. DelBene	Budget   Ways and Means 	Budget  	Ways and Means 						6	458	-$2,113	Electronics Mfg & Equip	$730,928	Microsoft Corp	$518,889	Macintosh HD:Users:enickles:Desktop:thumbsbw:DelBene_Suzan_K.jpg
Democratic	Representative	California	Salud O. Carbajal	Armed Services   Budget 	Armed Services  	Budget 						1	459	-$2,194	Retired	$300,182	Sheet Metal Workers Union	$24,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Washington	Rick Larsen	Armed Services   Transportation and Infrastructure 	Armed Services  	Transportation and Infrastructure 						17	460	-$2,634	Transportation Unions	$689,600	Microsoft Corp	$229,325	Macintosh HD:Users:enickles:Desktop:thumbsbw:Larsen_Rick.jpg
Democratic	Representative	Washington	Derek Kilmer	Appropriations  Joint Select Committee on Budget and Appropriations Process Reform	Appropriations 	Joint Select Committee on Budget and Appropriations Process Reform						5	461	-$2,706	Retired	$327,659	Microsoft Corp	$102,450	Macintosh HD:Users:enickles:Desktop:thumbsbw:Kilmer_Derek.jpg
Republican	Representative	Illinois	Adam Kinzinger	Energy and Commerce   Foreign Affairs 	Energy and Commerce  	Foreign Affairs 						7	462	-$3,415	Leadership PACs	$377,321	Exelon Corp	$92,982	Macintosh HD:Users:enickles:Desktop:thumbsbw:Kinzinger_Adam.jpg
Democratic	Senator	Illinois	Richard J. Durbin	Appropriations  Rules and Administration  Judiciary	Appropriations 	Rules and Administration 	Judiciary					21	463	-$3,470	Lawyers/Law Firms	$5,283,095	Kirkland & Ellis	$159,446	Macintosh HD:Users:enickles:Desktop:thumbsbw:Durbin_Richard_J.jpg
Democratic	Senator	Massachusetts	Elizabeth Warren	Armed Services Banking, Housing, and Urban Affairs Health, Education, Labor, and Pensions Special Committee on Aging	Armed Services	Banking, Housing, and Urban Affairs	Health, Education, Labor, and Pensions	Special Committee on Aging				5	464	-$3,927	Retired	$5,435,085	EMILY's List	$606,441	Macintosh HD:Users:enickles:Desktop:thumbsbw:Warren_Elizabeth.jpg
Democratic	Representative	Kentucky	John A. Yarmuth	Budget  Joint Select Committee on Budget and Appropriations Process Reform	Budget 	Joint Select Committee on Budget and Appropriations Process Reform						11	465	-$4,018	Retired	$730,165	Brown-Forman Corp	$117,400	Macintosh HD:Users:enickles:Desktop:thumbsbw:Yarmuth_John_A.jpg
Democratic	Representative	California	Raul Ruiz	Energy and Commerce 	Energy and Commerce 							5	466	-$4,320	Health Professionals	$1,198,763	Emergency Medicine Physicians	$57,058	Macintosh HD:Users:enickles:Desktop:thumbsbw:Ruiz_Raul.jpg
Democratic	Representative	Maine	Chellie Pingree	Appropriations 	Appropriations 							9	467	-$4,646	Retired	$842,001	Paloma Partners	$220,200	Macintosh HD:Users:enickles:Desktop:thumbsbw:Pingree_Chellie.jpg
Democratic	Senator	New York	Kirsten E. Gillibrand	Agriculture, Nutrition, and Forestry Armed Services Environment and Public Works  Special Committee on Aging	Agriculture, Nutrition, and Forestry	Armed Services	Environment and Public Works 	Special Committee on Aging				9	468	-$4,973	Lawyers/Law Firms	$6,722,739	Boies, Schiller & Flexner	$753,533	Macintosh HD:Users:enickles:Desktop:thumbsbw:Gillibrand_Kirsten_E.jpg
Democratic	Senator	Maryland	Benjamin L. Cardin	Commission on Security and Cooperation in Europe  Environment and Public Works  Finance  Foreign Relations Small Business and Entrepreneurship	Commission on Security and Cooperation in Europe 	Environment and Public Works 	Finance 	Foreign Relations	Small Business and Entrepreneurship			11	469	-$5,095	Lawyers/Law Firms	$1,946,670	Johns Hopkins University	$112,344	Macintosh HD:Users:enickles:Desktop:thumbsbw:Cardin_Benjamin_L.jpg
Democratic	Representative	Arizona	Raul M. Grijalva	Education and the Workforce   Natural Resources 	Education and the Workforce  	Natural Resources 						15	470	-$5,233	Public Sector Unions	$423,746	National Education Assn	$89,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Grijalva_Raul_M.jpg
Republican	Representative	Pennsylvania	Keith J. Rothfus	Financial Services 	Financial Services 							5	471	-$5,869	Retired	$546,981	Club for Growth	$183,428	Macintosh HD:Users:enickles:Desktop:thumbsbw:Rothfus_Keith_J.jpg
Democratic	Senator	Illinois	Tammy Duckworth	Commerce, Science, and Transportation Energy and Natural Resources Environment and Public Works  Small Business and Entrepreneurship	Commerce, Science, and Transportation	Energy and Natural Resources	Environment and Public Works 	Small Business and Entrepreneurship				1	472	-$6,422	Women's Issues	$2,264,850	EMILY's List	$776,233	Macintosh HD:Users:enickles:Desktop:thumbsbw:Duckworth_Tammy.jpg
Democratic	Senator	New Mexico	Martin Heinrich	Armed Services Energy and Natural Resources Joint Economic Committee  Select Committee on Intelligence	Armed Services	Energy and Natural Resources	Joint Economic Committee 	Select Committee on Intelligence				5	473	-$6,460	Lawyers/Law Firms	$1,738,699	League of Conservation Voters	$274,883	Macintosh HD:Users:enickles:Desktop:thumbsbw:Heinrich_Martin.jpg
Democratic	Representative	California	John Garamendi	Armed Services   Transportation and Infrastructure 	Armed Services  	Transportation and Infrastructure 						9	474	-$7,030	Lawyers/Law Firms	$472,970	International Brotherhood of Electrical Workers	$55,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Garamendi_John.jpg
Democratic	Representative	Maryland	John K. Delaney	Financial Services  Joint Economic Committee	Financial Services 	Joint Economic Committee						5	475	-$7,138	Securities & Investment	$816,915	CapitalSource Inc	$129,250	Macintosh HD:Users:enickles:Desktop:thumbsbw:Delaney_John_K.jpg
